pdf,section_number,status,before,after
2012-09-05_r14_ORDINARIA.pdf,15,recovered,,"15 S. -931/12 (O.D. Nº 843/12 N. I.) DÍA DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN"
2012-09-05_r14_ORDINARIA.pdf,16,recovered,,16 S.-2.986/12 INCORPORACIÓN DE LA PROVINCIA DE JUJUY EN EL CORREDOR FEDERAL NORTE DE AEROLÍNEAS ARGENTINAS
2012-09-05_r14_ORDINARIA.pdf,17,recovered,,17 S.-843/12 DECLARACIÓN DE INMUEBLE DE UTILIDAD PÚBLICA Y SUJETO A EXPROPIACIÓN
2012-09-05_r14_ORDINARIA.pdf,18,recovered,,18 S.-488/12 INCORPORACIÓN DEL LINFEDEMA COMO ENFERMEDAD AL PROGRAMA MEDICO OBLIGATORIO. MOCIÓN DE PREFERENCIA
2012-09-05_r14_ORDINARIA.pdf,19,recovered,,19 CONSIDERACIÓN EN CONJUNTO DE PROYECTOS SOBRE TABLAS
2012-09-12_r15_ORDINARIA.pdf,1,recovered,,1 IZAMIENTO DE LA BANDERA NACIONAL
2012-09-12_r15_ORDINARIA.pdf,2,recovered,,2 ASUNTOS ENTRADOS
2012-09-12_r15_ORDINARIA.pdf,4,recovered,,4 PLAN DE LABOR
2012-09-12_r15_ORDINARIA.pdf,6,recovered,,6 EXPROPIACIÓN CONFITERÍA DEL MOLINO. MOCIÓN DE PREFERENCIA
2012-09-12_r15_ORDINARIA.pdf,8,recovered,,8 CUESTIÓN DE PRIVILEGIO
2012-09-12_r15_ORDINARIA.pdf,10,recovered,,10 ASISTENCIA A LA CAJA DE JUBILACIONES DE CÓRDOBA. MOCIÓN DE PREFERENCIA
2012-09-12_r15_ORDINARIA.pdf,11,recovered,,11 CUESTIÓN DE PRIVILEGIO
2012-09-12_r15_ORDINARIA.pdf,12,recovered,,12 ASISTENCIA A LA CAJA DE JUBILACIONES DE CÓRDOBA. MOCIÓN DE RECONSIDERACIÓN
2012-09-12_r15_ORDINARIA.pdf,13,recovered,,13 DESAGRADO ANTE LA PUBLICACIÓN DE LA REVISTA NOTICIAS
2012-09-12_r15_ORDINARIA.pdf,14,recovered,,14 CONFLICTO EN LA PROVINCIA DE SANTA CRUZ
2012-09-12_r15_ORDINARIA.pdf,15,recovered,,15 PREOCUPACIÓN POR HECHOS OCURRIDOS EN FORMOSA
2012-09-12_r15_ORDINARIA.pdf,16,recovered,,16 MODIFICACIÓN DEL IMPUESTO A LAS GANANCIAS. MOCIÓN DE PREFERENCIA
2012-09-12_r15_ORDINARIA.pdf,17,recovered,,17 O.D. Nº 847/12 MODIFICACIÓN
2012-09-12_r15_ORDINARIA.pdf,18,recovered,,18 O.D. Nº 925/12 RÉGIMEN FEDERAL DE EMPLEO PROTEGIDO PARA PERSONAS CON DISCAPACIDAD
2012-09-12_r15_ORDINARIA.pdf,19,recovered,,19 O.D. Nº 903/12 Y ANEXO DEPÓSITOS
2012-09-12_r15_ORDINARIA.pdf,21,recovered,,21 S.- 3.119/12 Y S.-3.161/12 REPUDIO DEL ASESINATO DE LUIS CONDORÍ
2012-09-12_r15_ORDINARIA.pdf,22,recovered,,22 S.-205/11 Y OTROS INCLUSIÓN DE LA FIGURA DEL FEMICIDIO EN EL CÓDIGO PENAL. MOCIÓN DE PREFERENCIA
2012-09-12_r15_ORDINARIA.pdf,23,recovered,,23 APÉNDICE
2012-10-03_r16_ORDINARIA.pdf,1,recovered,,1 IZAMIENTO DE LA BANDERA NACIONAL
2012-10-03_r16_ORDINARIA.pdf,2,recovered,,2 HOMENAJES AL SENADOR (M.C.) ALCIDES LÓPEZ Y AL CINEASTA OCTAVIO GETINO
2012-10-03_r16_ORDINARIA.pdf,3,recovered,,3 CUESTIÓN DE PRIVILEGIO
2012-10-03_r16_ORDINARIA.pdf,4,recovered,,4 CONSTITUCIÓN DE LA COMISIÓN DE SEGUIMIENTO DE LA LEY DE SERVICIOS DE COMUNICACIÓN AUDIOVISUAL
2012-10-03_r16_ORDINARIA.pdf,5,recovered,,5 ASUNTOS ENTRADOS. MENSAJE SOLICITANDO ACUERDO
2012-10-03_r16_ORDINARIA.pdf,6,recovered,,6 S.-3.338/12 DESTINO DE UN PREDIO EN SANTIAGO DEL ESTERO. MOCIÓN DE PREFERENCIA
2012-10-03_r16_ORDINARIA.pdf,7,recovered,,7 C.D.-28/12 FERTILIZACIÓN ASISTIDA
2012-10-03_r16_ORDINARIA.pdf,8,recovered,,8 S.-3.516/12 CONVOCATORIA A LA MINISTRA DE SEGURIDAD. MOCIÓN DE PREFERENCIA
2012-10-03_r16_ORDINARIA.pdf,9,recovered,,9 CONSIDERACIÓN EN CONJUNTO DE DICTÁMENES DE LA COMISIÓN DE ACUERDOS
2012-10-03_r16_ORDINARIA.pdf,11,recovered,,11 O.D. Nº 1019/12: JUEZ NACIONAL DE PRIMERA INSTANCIA EN LO CRIMINAL Y CORRECCIONAL FEDERAL Nº 8 DE LA CAPITAL FEDERAL
2012-10-03_r16_ORDINARIA.pdf,13,recovered,,13 O.D. Nº 1021/12: JUEZ NACIONAL DE PRIMERA INSTANCIA EN LO CRIMINAL Y CORRECCIONAL FEDERAL Nº 2 DE LA CAPITAL FEDERAL
2012-10-03_r16_ORDINARIA.pdf,15,recovered,,15 O.D. Nº 1020/12: JUEZ NACIONAL DE PRIMERA INSTANCIA EN LO CRIMINAL Y CORRECCIONAL FEDERAL Nº 9 DE LA CAPITAL FEDERAL
2012-10-03_r16_ORDINARIA.pdf,17,recovered,,17 O.D. Nº 1022/12: JUEZ NACIONAL DE PRIMERA INSTANCIA EN LO CRIMINAL Y CORRECCIONAL FEDERAL Nº 7 DE LA CAPITAL FEDERAL
2012-10-03_r16_ORDINARIA.pdf,19,recovered,,19 CONSIDERACIÓN EN CONJUNTO DE ÓRDENES DEL DÍA
2012-10-03_r16_ORDINARIA.pdf,20,recovered,,20 O.D. Nº 1.041/12 Y ANEXO REPARACIÓN DE LOS DAÑOS DERIVADOS DE LOS ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES
2012-10-03_r16_ORDINARIA.pdf,23,recovered,,23 O.D. Nº 983/12 MODIFICACIÓN DEL CÓDIGO PENAL. INCORPORACIÓN DE LA FIGURA DEL DELITO DE FEMICIDIO
2012-11-14_r20_ORDINARIA.pdf,12,recovered,,"12 S.-55/12 CREACIÓN DE UN JUZGADO DE PRIMERA INSTANCIA EN VENADO TUERTO, PROVINCIA DE SANTA FE C.D.-98/12 COMPETENCIA E INTEGRACIÓN DEL JUZGADO FEDERAL DE PRIMERA INSTANCIA EN LA CIUDAD DE OBERÁ, PROVINCIA DE MISIONES C.D.-66/12 CREACIÓN DE UN JUZGADO FEDERAL DE PRIMERA INSTANCIA EN LA CIUDAD DE PEHUAJÓ, PROVINCIA DE BUENOS AIRES"
2012-11-29_r22_ORDINARIA.pdf,4,recovered,,4 O.D. Nº 1.351 REGULACIÓN DE OBJETOS NEGOCIABLES DENTRO DEL MERCADO DE CAPITALES SUJETOS A CONTROL DE LA COMISIÓN NACIONAL DE VALORES
2013-03-20_r03_ORDINARIA.pdf,27,recovered,,27 APÉNDICE
2013-04-24_r06_ORDINARIA.pdf,22,completed,22,22 APÉNDICE
2013-06-05_r09_ORDINARIA.pdf,6,recovered,,6 CONSIDERACIÓN EN CONJUNTO DE EXPEDIENTES RESERVADOS EN MESA
2013-07-31_r13_ESPECIAL.pdf,11,completed,11 S.-2.902/13,11 S.-2.902/13 INTERPELACIÓN AL MINISTRO DE DEFENSA. MOCIÓN DE PREFERENCIA
2013-10-09_r16_ESPECIAL.pdf,11,completed,11,11 APÉNDICE
2016-03-30_r03_ESPECIAL.pdf,9,recovered,,9 CONVOCATORIA A SESIÓN ESPECIAL
2016-05-18_r05_ESPECIAL.pdf,11,recovered,,11 ACTAS DE VOTACIÓN
2017-04-26_r05_ESPECIAL.pdf,14,recovered,,14 ACTAS DE VOTACIÓN
2018-02-28_r01_PREPARATORIA.pdf,8,recovered,,8 ACTA DE VOTACIÓN
2018-12-12_r19_EXTRAORDINARIA.pdf,14,recovered,,14 CONVOCATORIA A SESIÓN EXTRAORDINARIA
